University,Country,URL
Botswana International University of Science & Technology,Botswana,"=HYPERLINK(""http://www.biust.ac.bw/"", ""http://www.biust.ac.bw/"")"
Bourgas Free University,Bulgaria,"=HYPERLINK(""https://www.bfu.bg/"", ""https://www.bfu.bg/"")"
"Bourgas University ""Prof. Assen Zlatarov""",Bulgaria,"=HYPERLINK(""https://www.btu.bg/"", ""https://www.btu.bg/"")"
Bournemouth University,United Kingdom,"=HYPERLINK(""http://www.bournemouth.ac.uk/"", ""http://www.bournemouth.ac.uk/"")"
Bowen University,Nigeria,"=HYPERLINK(""http://bowenuniversity.edu.ng/"", ""http://bowenuniversity.edu.ng/"")"
Bow Valley College,Canada,"=HYPERLINK(""http://www.bowvalleycollege.ca/"", ""http://www.bowvalleycollege.ca/"")"
B.P.Koirala Institute of Health Sciences,Nepal,"=HYPERLINK(""http://www.bpkihs.edu/"", ""http://www.bpkihs.edu/"")"
BPP University,United Kingdom,"=HYPERLINK(""http://www.bpp.com/"", ""http://www.bpp.com/"")"
Brac University,Bangladesh,"=HYPERLINK(""https://www.bracu.ac.bd/"", ""https://www.bracu.ac.bd/"")"
B. R. Ambedkar Bihar University,India,"=HYPERLINK(""http://www.brabu.net/"", ""http://www.brabu.net/"")"
Brandenburgische Technische Universität Cottbus-Senftenberg,Germany,"=HYPERLINK(""https://www.b-tu.de"", ""https://www.b-tu.de"")"
Brandon University,Canada,"=HYPERLINK(""https://www.brandonu.ca/"", ""https://www.brandonu.ca/"")"
Bratislava International School of Liberal Arts,Slovakia,"=HYPERLINK(""http://www.bisla.sk/"", ""http://www.bisla.sk/"")"
Bratsk State Technical University,Russia,"=HYPERLINK(""http://www.brstu.ru/"", ""http://www.brstu.ru/"")"
Brescia College,Canada,"=HYPERLINK(""http://www.uwo.ca/brescia/"", ""http://www.uwo.ca/brescia/"")"
Brest Business School,France,"=HYPERLINK(""http://brest-bs.com/"", ""http://brest-bs.com/"")"
Brest State Technical University,Belarus,"=HYPERLINK(""http://www.bstu.by/"", ""http://www.bstu.by/"")"
Brest State University,Belarus,"=HYPERLINK(""http://www.brsu.brest.by/"", ""http://www.brsu.brest.by/"")"
Brexgata University Academy,Belgium,"=HYPERLINK(""http://www.brexgata.eu/"", ""http://www.brexgata.eu/"")"
Brickfields Asia College,Malaysia,"=HYPERLINK(""http://www.bac.edu.my/"", ""http://www.bac.edu.my/"")"
British College of Osteopathic Medicine,United Kingdom,"=HYPERLINK(""http://www.bcom.ac.uk/"", ""http://www.bcom.ac.uk/"")"
British Columbia Institute of Technology,Canada,"=HYPERLINK(""http://www.bcit.ca/"", ""http://www.bcit.ca/"")"
"British Institute in Paris, University of London",France,"=HYPERLINK(""http://www.bip.lon.ac.uk/"", ""http://www.bip.lon.ac.uk/"")"
British Malaysian Institute,Malaysia,"=HYPERLINK(""http://www.bmi.edu.my/"", ""http://www.bmi.edu.my/"")"
British University in Dubai,United Arab Emirates,"=HYPERLINK(""http://www.buid.ac.ae/"", ""http://www.buid.ac.ae/"")"
British University of Vietnam,Vietnam,"=HYPERLINK(""https://www.buv.edu.vn/"", ""https://www.buv.edu.vn/"")"
Brjansk State Technical University,Russia,"=HYPERLINK(""http://www.tu-bryansk.ru/"", ""http://www.tu-bryansk.ru/"")"
Brno University of Technology,Czech Republic,"=HYPERLINK(""http://www.vutbr.cz/"", ""http://www.vutbr.cz/"")"
Brock University,Canada,"=HYPERLINK(""https://brocku.ca/"", ""https://brocku.ca/"")"
Brookdale Community College,Ecuador,"=HYPERLINK(""http://www.brookdale.edu.ec/"", ""http://www.brookdale.edu.ec/"")"
Brunel University Uxbridge,United Kingdom,"=HYPERLINK(""http://www.brunel.ac.uk/"", ""http://www.brunel.ac.uk/"")"
Brussels Management School (ICHEC),Belgium,"=HYPERLINK(""http://www.ichec.be/"", ""http://www.ichec.be/"")"
Brussels School of International Studies,Belgium,"=HYPERLINK(""http://www.ukc.ac.uk/international/bsis/"", ""http://www.ukc.ac.uk/international/bsis/"")"
B. S. Abdur Rahman University,India,"=HYPERLINK(""http://www.bsauniv.ac.in/"", ""http://www.bsauniv.ac.in/"")"
Bu Ali Sina University,Iran,"=HYPERLINK(""http://www.basu.ac.ir/"", ""http://www.basu.ac.ir/"")"
BU Business School,Spain,"=HYPERLINK(""http://www.bubs.es/"", ""http://www.bubs.es/"")"
Buckinghamshire New University,United Kingdom,"=HYPERLINK(""http://www.bucks.ac.uk/"", ""http://www.bucks.ac.uk/"")"
Budapest Buddhist University,Hungary,"=HYPERLINK(""http://www.tkbf.hu/"", ""http://www.tkbf.hu/"")"
Budapest University of Economic Sciences and Public Administration,Hungary,"=HYPERLINK(""http://www.bke.hu/"", ""http://www.bke.hu/"")"
Buddhasravaka Bhikshu University,Sri Lanka,"=HYPERLINK(""http://www.bbu.ac.lk/"", ""http://www.bbu.ac.lk/"")"
Buddhist Acamedy of China,China,"=HYPERLINK(""http://www.zgfxy.cn/"", ""http://www.zgfxy.cn/"")"
Buddhist and Pali University of Sri Lanka,Sri Lanka,"=HYPERLINK(""http://www.bpu.ac.lk/"", ""http://www.bpu.ac.lk/"")"
Bugema University,Uganda,"=HYPERLINK(""http://bugemauniv.ac.ug/"", ""http://bugemauniv.ac.ug/"")"
Build Bright University,Cambodia,"=HYPERLINK(""http://www.bbu.edu.kh/"", ""http://www.bbu.edu.kh/"")"
Bukkyo University,Japan,"=HYPERLINK(""http://www.bukkyo-u.ac.jp/"", ""http://www.bukkyo-u.ac.jp/"")"
Bulacan State University,Philippines,"=HYPERLINK(""http://www.bulsu.edu.ph/"", ""http://www.bulsu.edu.ph/"")"
Bule Hora University,Ethiopia,"=HYPERLINK(""http://www.bhu.edu.et/"", ""http://www.bhu.edu.et/"")"
Bülent Ecevit University,Turkey,"=HYPERLINK(""http://beun.edu.tr/"", ""http://beun.edu.tr/"")"
Bundelkhand University,India,"=HYPERLINK(""https://www.bujhansi.ac.in/"", ""https://www.bujhansi.ac.in/"")"
Bunka Women's University,Japan,"=HYPERLINK(""http://www.bunka-wu.ac.jp/"", ""http://www.bunka-wu.ac.jp/"")"
Bunkyo University,Japan,"=HYPERLINK(""http://www.bunkyo.ac.jp/"", ""http://www.bunkyo.ac.jp/"")"
Burapha University,Thailand,"=HYPERLINK(""http://www.buu.ac.th/"", ""http://www.buu.ac.th/"")"
Buraydah College for Applied Medical Sciences,Saudi Arabia,"=HYPERLINK(""https://www.bpc.edu.sa/"", ""https://www.bpc.edu.sa/"")"
Burdur Mehmet Akif Ersoy Unıversıty,Turkey,"=HYPERLINK(""https://www.mehmetakif.edu.tr"", ""https://www.mehmetakif.edu.tr"")"
Burdwan University,India,"=HYPERLINK(""http://www.buruniv.ac.in/"", ""http://www.buruniv.ac.in/"")"
Burjat State University,Russia,"=HYPERLINK(""http://www.bsu.burnet.ru/"", ""http://www.bsu.burnet.ru/"")"
Busan University of Foreign Studies,"Korea, South","=HYPERLINK(""https://www.bufs.ac.kr/"", ""https://www.bufs.ac.kr/"")"
Bushehr University of Medical Sciences,Iran,"=HYPERLINK(""http://www.bpums.ac.ir/"", ""http://www.bpums.ac.ir/"")"
Business and Hotel Management School,Switzerland,"=HYPERLINK(""http://www.bhms.ch/"", ""http://www.bhms.ch/"")"
Business School Barcelona,Spain,"=HYPERLINK(""https://barcelona.euruni.edu/"", ""https://barcelona.euruni.edu/"")"
Business School Lausanne (BSL),Switzerland,"=HYPERLINK(""http://www.bsl-lausanne.ch/"", ""http://www.bsl-lausanne.ch/"")"
Busitema University,Uganda,"=HYPERLINK(""http://www.busitema.ac.ug/"", ""http://www.busitema.ac.ug/"")"
Busoga University,Uganda,"=HYPERLINK(""http://www.busogauniversity.ac.ug/"", ""http://www.busogauniversity.ac.ug/"")"
Cagayan State University,Philippines,"=HYPERLINK(""http://www.csu.edu.ph/"", ""http://www.csu.edu.ph/"")"
Cag University,Turkey,"=HYPERLINK(""http://www.cag.edu.tr/"", ""http://www.cag.edu.tr/"")"
Cairo University,Egypt,"=HYPERLINK(""http://www.cu.edu.eg/"", ""http://www.cu.edu.eg/"")"
Caleb University,Nigeria,"=HYPERLINK(""http://www.calebuniversity.edu.ng/"", ""http://www.calebuniversity.edu.ng/"")"
Calorx Teacher's University,India,"=HYPERLINK(""http://www.ctu.kalorex.org/"", ""http://www.ctu.kalorex.org/"")"
Camberwell College of Arts,United Kingdom,"=HYPERLINK(""http://www.camb.linst.ac.uk/"", ""http://www.camb.linst.ac.uk/"")"
Cambodian Mekong University,Cambodia,"=HYPERLINK(""http://www.mekong.edu.kh/"", ""http://www.mekong.edu.kh/"")"
Cambodia University of Specialties,Cambodia,"=HYPERLINK(""http://www.cus.edu.kh/"", ""http://www.cus.edu.kh/"")"
Camosun College,Canada,"=HYPERLINK(""http://camosun.ca/"", ""http://camosun.ca/"")"
Campion College,Canada,"=HYPERLINK(""http://campioncollege.ca/"", ""http://campioncollege.ca/"")"
Campion College Australia,Australia,"=HYPERLINK(""https://www.campion.edu.au"", ""https://www.campion.edu.au"")"
Campus Bio-Medico University of Rome,Italy,"=HYPERLINK(""http://www.unicampus.it/"", ""http://www.unicampus.it/"")"
Canadian College of Business & Computers,Canada,"=HYPERLINK(""http://www.ccbc.ca/"", ""http://www.ccbc.ca/"")"
Canadian Mennonite University,Canada,"=HYPERLINK(""http://www.cmu.ca/"", ""http://www.cmu.ca/"")"
Canadian Sudanese College,Sudan,"=HYPERLINK(""http://www.ccs.edu.sd/"", ""http://www.ccs.edu.sd/"")"
Canakkale (18th March) University,Turkey,"=HYPERLINK(""http://www.comu.edu.tr/"", ""http://www.comu.edu.tr/"")"
Cankaya University,Turkey,"=HYPERLINK(""http://www.cankaya.edu.tr/"", ""http://www.cankaya.edu.tr/"")"
Canterbury Christ Church University,United Kingdom,"=HYPERLINK(""http://www.canterbury.ac.uk/"", ""http://www.canterbury.ac.uk/"")"
Can-Tho University,Vietnam,"=HYPERLINK(""https://www.ctu.edu.vn/"", ""https://www.ctu.edu.vn/"")"
Cape Breton University,Canada,"=HYPERLINK(""https://www.cbu.ca/"", ""https://www.cbu.ca/"")"
Cape Coast Polytechnic,Ghana,"=HYPERLINK(""http://www.cpoly.edu.gh/"", ""http://www.cpoly.edu.gh/"")"
Cape Peninsula University of Technology,South Africa,"=HYPERLINK(""http://www.cput.ac.za/"", ""http://www.cput.ac.za/"")"
Capilano University,Canada,"=HYPERLINK(""https://www.capilanou.ca/"", ""https://www.capilanou.ca/"")"
Capital Normal University,China,"=HYPERLINK(""http://www.cnu.edu.cn/"", ""http://www.cnu.edu.cn/"")"
Capital University of Economics and Business,China,"=HYPERLINK(""http://www.cueb.edu.cn/"", ""http://www.cueb.edu.cn/"")"
Capital University of Medical Sciences,China,"=HYPERLINK(""http://www.ccmu.edu.cn/"", ""http://www.ccmu.edu.cn/"")"
Capitol University,Philippines,"=HYPERLINK(""https://www.cu.edu.ph"", ""https://www.cu.edu.ph"")"
Cardiff Metropolitan University,United Kingdom,"=HYPERLINK(""http://www.cardiffmet.ac.uk/"", ""http://www.cardiffmet.ac.uk/"")"
Cardiff University,United Kingdom,"=HYPERLINK(""http://www.cardiff.ac.uk/"", ""http://www.cardiff.ac.uk/"")"
Cardinal Stefan Wyszynski University in Warsaw,Poland,"=HYPERLINK(""http://www.uksw.edu.pl/"", ""http://www.uksw.edu.pl/"")"
"Career Point University, Rajasthan",India,"=HYPERLINK(""http://www.cpur.in/"", ""http://www.cpur.in/"")"
Caribbean University,Puerto Rico,"=HYPERLINK(""http://www.caribbean.edu/"", ""http://www.caribbean.edu/"")"
Caritas University,Nigeria,"=HYPERLINK(""http://www.caritasuni.edu.ng/"", ""http://www.caritasuni.edu.ng/"")"
Carleton University,Canada,"=HYPERLINK(""http://carleton.ca/"", ""http://carleton.ca/"")"
Carlow Institute of Technology,Ireland,"=HYPERLINK(""http://www.itcarlow.ie/"", ""http://www.itcarlow.ie/"")"
Carl von Ossietzky Universität Oldenburg,Germany,"=HYPERLINK(""https://uol.de"", ""https://uol.de"")"
Castelldefels Business School,Spain,"=HYPERLINK(""https://www.csss.es/"", ""https://www.csss.es/"")"
Catholic University in Ruzomberok,Slovakia,"=HYPERLINK(""http://www.ku.sk/"", ""http://www.ku.sk/"")"
Catholic University in Ružomberok,Slovakia,"=HYPERLINK(""http://www.ku.sk/"", ""http://www.ku.sk/"")"
Catholic University in Zimbabwe,Zimbabwe,"=HYPERLINK(""http://www.cuz.ac.zw/"", ""http://www.cuz.ac.zw/"")"
Catholic University of Eastern Africa,Kenya,"=HYPERLINK(""http://www.cuea.edu/"", ""http://www.cuea.edu/"")"
Catholic University of Korea,"Korea, South","=HYPERLINK(""http://www.cuk.ac.kr/"", ""http://www.cuk.ac.kr/"")"
Catholic University of Lublin,Poland,"=HYPERLINK(""http://www.kul.lublin.pl/"", ""http://www.kul.lublin.pl/"")"
Catholic University of Malawi,Malawi,"=HYPERLINK(""http://www.cunima.ac.mw/"", ""http://www.cunima.ac.mw/"")"
Catholic University of Pusan,"Korea, South","=HYPERLINK(""http://www.cup.ac.kr/"", ""http://www.cup.ac.kr/"")"
Catholic University of Taegu-Hyosung,"Korea, South","=HYPERLINK(""http://www.cataegu.ac.kr/"", ""http://www.cataegu.ac.kr/"")"
Caucasus University,Georgia,"=HYPERLINK(""http://www.cu.edu.ge/"", ""http://www.cu.edu.ge/"")"
Cavendish University,Zambia,"=HYPERLINK(""https://www.cavendishza.org"", ""https://www.cavendishza.org"")"
CBS International Business School,Germany,"=HYPERLINK(""https://cbs.de/"", ""https://cbs.de/"")"
CCS Haryana Agricultural University,India,"=HYPERLINK(""http://hau.ernet.in/"", ""http://hau.ernet.in/"")"
Cecos Univeristy of Information Technology,Pakistan,"=HYPERLINK(""http://www.cecos.edu.pk/"", ""http://www.cecos.edu.pk/"")"
Celal Bayar University,Turkey,"=HYPERLINK(""http://www.bayar.edu.tr/"", ""http://www.bayar.edu.tr/"")"
Centennial College,Canada,"=HYPERLINK(""http://www.centennialcollege.ca/"", ""http://www.centennialcollege.ca/"")"
Center for Entrepreneurship and Small Business Management,India,"=HYPERLINK(""http://www.cesbm.ac.in/"", ""http://www.cesbm.ac.in/"")"
Central Academy of  Fine Art,China,"=HYPERLINK(""http://www.cafa.edu.cn/"", ""http://www.cafa.edu.cn/"")"
Central Agricultural University,India,"=HYPERLINK(""http://www.cau.org.in/"", ""http://www.cau.org.in/"")"
Central America Health Sciences University (Belize Medical College),Belize,"=HYPERLINK(""http://www.cahsu.edu/"", ""http://www.cahsu.edu/"")"
Central Bicol State University of  Agriculture,Philippines,"=HYPERLINK(""http://www.cbsua.edu.ph/"", ""http://www.cbsua.edu.ph/"")"
Central China Normal University,China,"=HYPERLINK(""http://www.ccnu.edu.cn/"", ""http://www.ccnu.edu.cn/"")"
CentraleSupélec,France,"=HYPERLINK(""http://www.ecp.fr/"", ""http://www.ecp.fr/"")"
Central European University,Hungary,"=HYPERLINK(""http://www.ceu.hu/"", ""http://www.ceu.hu/"")"
Central Institute of English and Foreign Languages,India,"=HYPERLINK(""http://www.ciefl.org/"", ""http://www.ciefl.org/"")"
Central Institute of Fisheries Education,India,"=HYPERLINK(""http://www.cife.edu.in/"", ""http://www.cife.edu.in/"")"
Central Institute of Higher Tibetan Studies,India,"=HYPERLINK(""http://www.cuts.ac.in/"", ""http://www.cuts.ac.in/"")"
Central Luzon State University,Philippines,"=HYPERLINK(""https://clsu.edu.ph"", ""https://clsu.edu.ph"")"
Central Mindanao University,Philippines,"=HYPERLINK(""http://www.cmu.edu.ph/"", ""http://www.cmu.edu.ph/"")"
Central Ostrobothnia University of Applied Sciences,Finland,"=HYPERLINK(""http://www.cou.fi/"", ""http://www.cou.fi/"")"
Central Philippine University,Philippines,"=HYPERLINK(""https://cpu.edu.ph"", ""https://cpu.edu.ph"")"
Central Police University,Taiwan,"=HYPERLINK(""http://www.cpu.edu.tw/"", ""http://www.cpu.edu.tw/"")"
Central Queensland University,Australia,"=HYPERLINK(""https://www.cqu.edu.au/"", ""https://www.cqu.edu.au/"")"
Central Radio and TV University,China,"=HYPERLINK(""http://www.crtvu.edu.cn/"", ""http://www.crtvu.edu.cn/"")"
Central Saint Martins College of Art & Design,United Kingdom,"=HYPERLINK(""http://www.csm.linst.ac.uk/"", ""http://www.csm.linst.ac.uk/"")"
Central South University,China,"=HYPERLINK(""http://www.csu.edu.cn/"", ""http://www.csu.edu.cn/"")"
Central South University,China,"=HYPERLINK(""http://www.csu.edu.cn/"", ""http://www.csu.edu.cn/"")"
Central South University of Forestry and Technology,China,"=HYPERLINK(""http://www.csuft.edu.cn/"", ""http://www.csuft.edu.cn/"")"
Central University College,Ghana,"=HYPERLINK(""http://www.central.edu.gh/"", ""http://www.central.edu.gh/"")"
Central University of Finance and Economics,China,"=HYPERLINK(""http://www.cufe.edu.cn/"", ""http://www.cufe.edu.cn/"")"
Central University of Karnataka,India,"=HYPERLINK(""https://cuk.ac.in/"", ""https://cuk.ac.in/"")"
"Central University of Technology, Free State",South Africa,"=HYPERLINK(""http://www.cut.ac.za/"", ""http://www.cut.ac.za/"")"
Centre de Formation et de Perfectionnement des Journalistes,France,"=HYPERLINK(""http://www.cfpj.com/"", ""http://www.cfpj.com/"")"
Centre d'Etudes Supérieures des Techniques Industrielles,France,"=HYPERLINK(""http://www.ismcm-cesti.fr/"", ""http://www.ismcm-cesti.fr/"")"
Centre d'Etudes Supérieures Industrielles Paris,France,"=HYPERLINK(""http://www.cesi.fr/"", ""http://www.cesi.fr/"")"
Centre National d'Etudes Agronomiques des Régions Chaudes,France,"=HYPERLINK(""http://www.cnearc.fr/"", ""http://www.cnearc.fr/"")"
Centre Universitaire de Jijel,Algeria,"=HYPERLINK(""http://www.univ-jijel.dz/"", ""http://www.univ-jijel.dz/"")"
Centre Universitaire de Tebessa,Algeria,"=HYPERLINK(""http://www.univ-tebessa.dz/"", ""http://www.univ-tebessa.dz/"")"
Centre Universitaire de Technologie,Lebanon,"=HYPERLINK(""http://www.cut.edu.lb/"", ""http://www.cut.edu.lb/"")"
Centre Universitaire de Tiaret,Algeria,"=HYPERLINK(""http://www.univ-tiaret.dz/"", ""http://www.univ-tiaret.dz/"")"
Centre Universitaire d'Oum El Bouaghi,Algeria,"=HYPERLINK(""http://www.univ-oeb.dz/"", ""http://www.univ-oeb.dz/"")"
Centro de Enseñanza Técnica Industrial,Mexico,"=HYPERLINK(""http://www.ceti.mx/"", ""http://www.ceti.mx/"")"
Centro de Estudios Avanzados de Puerto Rico y el Caribe,Puerto Rico,"=HYPERLINK(""http://www.ceaprc.org/"", ""http://www.ceaprc.org/"")"
Centro de Estudios Investigación y Tecnología (CEIT),Colombia,"=HYPERLINK(""http://www.iceit.edu.co/"", ""http://www.iceit.edu.co/"")"
Centro de Estudios Universitarios Monterrey,Mexico,"=HYPERLINK(""http://www.ceu.edu.mx/"", ""http://www.ceu.edu.mx/"")"
Centro Escolar University,Philippines,"=HYPERLINK(""http://www.ceu.edu.ph/"", ""http://www.ceu.edu.ph/"")"
Centro Regional Universitário de Espiríto Santo do Pinhal (UniPinhal),Brazil,"=HYPERLINK(""http://www.unipinhal.edu.br/"", ""http://www.unipinhal.edu.br/"")"
Centro Universitário Adventista de São Paulo,Brazil,"=HYPERLINK(""http://www.unasp.edu.br/"", ""http://www.unasp.edu.br/"")"
Centro Universitário Anhanguera Pitágoras Unopar de Niterói,Brazil,"=HYPERLINK(""https://www.anhanguera.com/"", ""https://www.anhanguera.com/"")"
Centro Universitário Barao de Maua,Brazil,"=HYPERLINK(""http://www.baraodemaua.br/"", ""http://www.baraodemaua.br/"")"
Centro Universitário Braz Cubas,Brazil,"=HYPERLINK(""https://www.anhanguera.com/"", ""https://www.anhanguera.com/"")"
Centro Universitário Católica do Tocantins,Brazil,"=HYPERLINK(""https://to.catolica.edu.br/"", ""https://to.catolica.edu.br/"")"
Centro Universitário Central Paulista - UNICEP,Brazil,"=HYPERLINK(""https://www.unicep.edu.br/"", ""https://www.unicep.edu.br/"")"
Centro Universitario Ciudad Vieja,Guatemala,"=HYPERLINK(""http://cucv.edu.gt/"", ""http://cucv.edu.gt/"")"
Centro Universitário Claretiano,Brazil,"=HYPERLINK(""https://claretiano.edu.br/"", ""https://claretiano.edu.br/"")"
Centro Universitário de Araraquara,Brazil,"=HYPERLINK(""http://www.uniara.com.br/"", ""http://www.uniara.com.br/"")"
Centro Universitário de João Pessoa,Brazil,"=HYPERLINK(""http://unipe.br/"", ""http://unipe.br/"")"
Centro Universitario de Occidente,Guatemala,"=HYPERLINK(""http://www.cunoc.edu.gt/"", ""http://www.cunoc.edu.gt/"")"
Centro Universitário de Rio Preto,Brazil,"=HYPERLINK(""https://unirp.edu.br"", ""https://unirp.edu.br"")"
Centro Universitario do Sul de Minas,Brazil,"=HYPERLINK(""https://portal.unis.edu.br/"", ""https://portal.unis.edu.br/"")"
Centro Universitário Fecap,Brazil,"=HYPERLINK(""https://www.fecap.br"", ""https://www.fecap.br"")"
Centro Universitário Fei,Brazil,"=HYPERLINK(""https://portal.fei.edu.br/"", ""https://portal.fei.edu.br/"")"
